noun,support,len,variation
mequetrefe,mequetrefe,10,2
menor,menor,5,2
menispermácea,menispermácea,13,2
meniscos,menisco,8,2
marroquins,marroquim,10,2
meninez,meninez,7,2
meninatas,meninata,9,2
meninata,meninata,8,2
marouva,marouva,7,2
mercadoria,mercadoria,10,2
meninadas,meninada,9,2
meninada,meninada,8,2
marruaz,marruaz,7,2
marouços,marouço,8,2
marruazes,marruaz,9,2
meninó,meninó,6,2
mercadorias,mercadoria,11,2
menierismos,menierismo,11,2
marrugem,marrugem,8,2
marrugens,marrugem,9,2
meninezes,meninez,9,2
mercadologias,mercadologia,13,2
mercadologia,mercadologia,12,2
mercado,mercado,7,2
mentalismos,mentalismo,11,2
marrãs,marrã,6,2
marouvaz,marouvaz,8,2
menisco,menisco,7,2
menires,menir,7,2
menir,menir,5,2
marouvas,marouva,8,2
meninós,meninó,7,2
mercê,mercê,5,2
merca,merca,5,2
meninice,meninice,8,2
meningites,meningite,10,2
meningite,meningite,9,2
meninges,meninge,8,2
meninge,meninge,7,2
meninices,meninice,9,2
mercados,mercado,8,2
menorragia,menorragia,10,2
marroio,marroio,7,2
marranica,marranica,9,2
mensurações,mensuração,11,2
marrasquino,marrasquino,11,2
mentol,mentol,6,2
mensurabilidades,mensurabilidade,16,2
mensurabilidade,mensurabilidade,15,2
mentrasto,mentrasto,9,2
mentrastos,mentrasto,10,2
mensura,mensura,7,2
menstruação,menstruação,11,2
menu,menu,4,2
menstruações,menstruação,12,2
menurídeo,menurídeo,9,2
menurídeos,menurídeo,10,2
mensários,mensário,9,2
mentrastes,mentraste,10,2
mensário,mensário,8,2
marquesota,marquesota,10,2
marras,marra,6,2
marranicas,marranica,10,2
marranita,marranita,9,2
mentagras,mentagra,9,2
mentos,mento,6,2
mentraste,mentraste,9,2
marranitas,marranita,10,2
marquesotas,marquesota,11,2
mentagra,mentagra,8,2
menta,menta,5,2
marranço,marranço,8,2
marranços,marranço,9,2
mensuras,mensura,8,2
mentalidades,mentalidade,12,2
mensuração,mensuração,10,2
mensuralistas,mensuralista,13,2
mensuralista,mensuralista,12,2
mensalistas,mensalista,11,2
marrasquinos,marrasquino,12,2
mentalismo,mentalismo,10,2
menosprezo,menosprezo,10,2
menospreços,menospreço,11,2
menospreço,menospreço,10,2
menoscabos,menoscabo,10,2
menoscabo,menoscabo,9,2
marretadas,marretada,10,2
marretas,marreta,8,2
marroada,marroada,8,2
marroadas,marroada,9,2
menorreias,menorreia,10,2
meãos,meão,5,2
marroaz,marroaz,7,2
menorreia,menorreia,9,2
marroazes,marroaz,9,2
marretada,marretada,9,2
menosprezos,menosprezo,11,2
menostasia,menostasia,10,2
marquesinha,marquesinha,11,2
menus,menu,5,2
mensalista,mensalista,10,2
marquesinhas,marquesinha,12,2
mensalidades,mensalidade,12,2
mensalidade,mensalidade,11,2
mensagens,mensagem,9,2
menorragias,menorragia,11,2
mensagem,mensagem,8,2
menúridas,menúrida,9,2
marrequinho,marrequinho,11,2
menúrida,menúrida,8,2
marrequinhos,marrequinho,12,2
menostasias,menostasia,11,2
meão,meão,4,2
marreta,marreta,7,2
martelão,martelão,8,2
menierismo,menierismo,10,2
menianos,meniano,8,2
mendelévio,mendelévio,10,2
mendelismos,mendelismo,11,2
mendelismo,mendelismo,10,2
marotagem,marotagem,9,2
martelagem,martelagem,10,2
mendáculos,mendáculo,10,2
mendáculo,mendáculo,9,2
mendacidades,mendacidade,12,2
maroscas,marosca,8,2
martelagens,martelagem,11,2
marosca,marosca,7,2
martelamento,martelamento,12,2
martelamentos,martelamento,13,2
marços,março,6,2
mendacidade,mendacidade,11,2
martela,martela,7,2
menchevistas,menchevista,12,2
mercearias,mercearia,10,2
mercearia,mercearia,9,2
mercaria,mercaria,8,2
mendicante,mendicante,10,2
mercarias,mercaria,9,2
maroteira,maroteira,9,2
mercas,merca,6,2
marquises,marquise,9,2
martaranho,martaranho,10,2
marotagens,marotagem,10,2
menídeos,menídeo,8,2
martaranhos,martaranho,11,2
merce,merce,5,2
menídeo,menídeo,7,2
martas,marta,6,2
marte,marte,5,2
mendelévios,mendelévio,11,2
mentastre,mentastre,9,2
menchevista,menchevista,11,2
marralhices,marralhice,11,2
menarca,menarca,7,2
mentastres,mentastre,10,2
marra,marra,5,2
merceologias,merceologia,12,2
menagens,menagem,8,2
menagem,menagem,7,2
menacmas,menacma,8,2
menacma,menacma,7,2
martelete,martelete,9,2
mentastro,mentastro,9,2
memórias,memória,8,2
memória,memória,7,2
memorização,memorização,11,2
memorizações,memorização,12,2
memoristas,memorista,10,2
merceologia,merceologia,11,2
marombas,maromba,8,2
menarcas,menarca,8,2
mercenarismos,mercenarismo,13,2
menchevismos,menchevismo,12,2
martelas,martela,8,2
menchevismo,menchevismo,11,2
mencheviquismos,mencheviquismo,15,2
maros,maro,5,2
martelões,martelão,9,2
mencheviquismo,mencheviquismo,14,2
mendicantes,mendicante,11,2
maronitas,maronita,9,2
mercenarismo,mercenarismo,12,2
menchevique,menchevique,11,2
mentismos,mentismo,9,2
menarquias,menarquia,10,2
maronita,maronita,8,2
marrã,marrã,5,2
menarquia,menarquia,9,2
mencheviques,menchevique,12,2
marás,mará,5,2
martagão,martagão,8,2
mendicidades,mendicidade,12,2
marsileácea,marsileácea,11,2
marsileáceas,marsileácea,12,2
mentalistas,mentalista,11,2
maroufa,maroufa,7,2
meneio,meneio,6,2
menecmas,menecma,8,2
marsipobrânquio,marsipobrânquio,15,2
mercante,mercante,8,2
marsipobrânquios,marsipobrânquio,16,2
menecma,menecma,7,2
mercantes,mercante,9,2
marsílea,marsílea,8,2
meneamentos,meneamento,11,2
meneios,meneio,7,2
marsíleas,marsílea,9,2
menções,menção,7,2
menestréis,menestrel,10,2
marouço,marouço,7,2
mercancia,mercancia,9,2
meniano,meniano,7,2
mentalista,mentalista,10,2
marés,maré,5,2
maroufas,maroufa,8,2
menhires,menhir,8,2
menhir,menhir,6,2
mengos,mengo,6,2
mengo,mengo,5,2
menfitas,menfita,8,2
menfita,menfita,7,2
mercancias,mercancia,10,2
menestrel,menestrel,9,2
mercantilice,mercantilice,12,2
meneamento,meneamento,10,2
mendubis,mendubi,8,2
marsupialidade,marsupialidade,14,2
mendigação,mendigação,10,2
marsupialidades,marsupialidade,15,2
mendigagens,mendigagem,11,2
maroteiras,maroteira,10,2
mercantilistas,mercantilista,14,2
mendigagem,mendigagem,10,2
marta,marta,5,2
mendigações,mendigação,11,2
mendicâncias,mendicância,12,2
mercaptais,mercaptal,10,2
mercaptal,mercaptal,9,2
mentas,menta,6,2
martagões,martagão,9,2
mendicância,mendicância,11,2
marsupial,marsupial,9,2
marouco,marouco,7,2
mendinho,mendinho,8,2
mendinhos,mendinho,9,2
marsúpio,marsúpio,8,2
marsúpios,marsúpio,9,2
marquise,marquise,8,2
maroucos,marouco,8,2
mercantilices,mercantilice,13,2
marsuíno,marsuíno,8,2
mendubins,mendubim,9,2
mendicidade,mendicidade,11,2
mendubim,mendubim,8,2
marsuínos,marsuíno,9,2
mendubi,mendubi,7,2
mercantilismos,mercantilismo,14,2
mercantilista,mercantilista,13,2
mendálias,mendália,9,2
mendália,mendália,8,2
marsupiais,marsupial,10,2
mercantilismo,mercantilismo,13,2
mentigo,mentigo,7,2
matoninhas,matoninha,10,2
melanorreias,melanorreia,12,2
úmbrio,úmbrio,6,2
êmbolos,êmbolo,7,2
êmbolo,êmbolo,6,2
mastruços,mastruço,9,2
âmbitos,âmbito,7,2
âmbito,âmbito,6,2
masturbações,masturbação,12,2
masturbação,masturbação,11,2
mata,mata,4,2
matacanha,matacanha,9,2
móbiles,móbil,7,2
matacanhas,matacanha,10,2
móbile,móbile,6,1
móbil,móbil,5,2
âmbares,âmbar,7,2
âmbar,âmbar,5,2
matacões,matacão,8,2
mazurcas,mazurca,8,2
mastruço,mastruço,8,2
mazurca,mazurca,7,2
úmbrios,úmbrio,7,2
mastro,mastro,6,2
mastozoologias,mastozoologia,14,2
médões,médão,6,2
mastozoário,mastozoário,11,2
máculas,mácula,7,2
mácula,mácula,6,2
mastozoários,mastozoário,12,2
mastreações,mastreação,11,2
múcrons,múcron,7,2
mícrons,mícron,7,2
mácrons,mácron,7,2
múcron,múcron,6,2
mícron,mícron,6,2
mácron,mácron,6,2
âmbulas,âmbula,7,2
âmbula,âmbula,6,2
mastreação,mastreação,10,2
mastros,mastro,7,2
mazombices,mazombice,10,2
matadela,matadela,8,2
mazdeísmo,mazdeísmo,9,2
matambu,matambu,7,2
mazarulhos,mazarulho,10,2
mazarulho,mazarulho,9,2
mazarizes,mazarize,9,2
matambus,matambu,8,2
matança,matança,7,2
matanças,matança,8,2
mazarize,mazarize,8,2
mazanias,mazania,8,2
matante,matante,7,2
mazania,mazania,7,2
mazanes,mazane,7,2
matantes,matante,8,2
matação,matação,7,2
mazane,mazane,6,2
mazanarias,mazanaria,10,2
mazanaria,mazanaria,9,2
mazamorras,mazamorra,10,2
mazdeísmos,mazdeísmo,10,2
matacão,matacão,7,2
matamatás,matamatá,9,2
matalotagens,matalotagem,12,2
matadelas,matadela,9,2
mazombice,mazombice,9,2
matadoiro,matadoiro,9,2
matadoiros,matadoiro,10,2
matadouro,matadouro,9,2
mazes,maz,5,2
mazelas,mazela,7,2
mazela,mazela,6,2
matadouros,matadouro,10,2
maçãzeiras,maçãzeira,10,2
matadura,matadura,8,2
mataduras,matadura,9,2
maçãzeira,maçãzeira,9,2
mazdeístas,mazdeísta,10,2
matações,matação,8,2
matagais,matagal,8,2
matagal,matagal,7,2
mazdeísta,mazdeísta,9,2
matalotagem,matalotagem,11,2
matamatá,matamatá,8,2
matarana,matarana,8,2
médium,médium,6,2
médão,médão,5,2
mastites,mastite,8,2
mecheiro,mecheiro,8,2
mechas,mecha,6,2
mastodinia,mastodinia,10,2
mechagens,mechagem,9,2
mechagem,mechagem,8,2
mecha,mecha,5,2
mecenatos,mecenato,9,2
mecenato,mecenato,8,2
mastodinias,mastodinia,11,2
mecanoterapias,mecanoterapia,14,2
mecanoterapia,mecanoterapia,13,2
mecanoscritos,mecanoscrito,13,2
mecanoscrito,mecanoscrito,12,2
mastodôntida,mastodôntida,12,2
mecanografias,mecanografia,13,2
mecanografia,mecanografia,12,2
mecanização,mecanização,11,2
mecheiros,mecheiro,9,2
mecanizações,mecanização,12,2
mechoações,mechoação,10,2
mecómetro,mecómetro,9,2
medalhões,medalhão,9,2
mastigação,mastigação,10,2
medalheiros,medalheiro,11,2
mastigatório,mastigatório,12,2
medalheiro,medalheiro,10,2
mastigatórios,mastigatório,13,2
mecrus,mecru,6,2
mecru,mecru,5,2
mastim,mastim,6,2
meconofagias,meconofagia,12,2
mastins,mastim,7,2
meconofagia,meconofagia,11,2
mecónios,mecónio,8,2
mecónio,mecónio,7,2
mastite,mastite,7,2
mecómetros,mecómetro,10,2
mechoação,mechoação,9,2
médiuns,médium,7,2
mecanismos,mecanismo,10,2
mecanicistas,mecanicista,12,2
mealheiro,mealheiro,9,2
mastoquino,mastoquino,10,2
mealhas,mealha,7,2
mastoquinos,mastoquino,11,2
mealha,mealha,6,2
meações,meação,7,2
meados,meado,6,2
mastotomia,mastotomia,10,2
meado,meado,5,2
meadeiras,meadeira,9,2
meadeira,meadeira,8,2
meadas,meada,6,2
meada,meada,5,2
meã,meã,3,2
mastotomias,mastotomia,11,2
mãe,mãe,3,2
módulos,módulo,7,2
módulo,módulo,6,2
mastozoologia,mastozoologia,13,2
mealheiros,mealheiro,10,2
mecanismo,mecanismo,9,2
mastologias,mastologia,11,2
mastologia,mastologia,10,2
mecanicista,mecanicista,11,2
mecanicismos,mecanicismo,12,2
mecanicismo,mecanicismo,11,2
mecanicidades,mecanicidade,13,2
mecanicidade,mecanicidade,12,2
mastodôntidas,mastodôntida,13,2
meatos,meato,6,2
meato,meato,5,2
meaços,meaço,6,2
mastodontídeo,mastodontídeo,13,2
meação,meação,6,2
mastodontídeos,mastodontídeo,14,2
meaço,meaço,5,2
meandros,meandro,8,2
meandro,meandro,7,2
mastoidite,mastoidite,10,2
mealhos,mealho,7,2
mastoidites,mastoidite,11,2
mealho,mealho,6,2
mazamorra,mazamorra,9,2
mataranas,matarana,9,2
mazamas,mazama,7,2
matronaças,matronaça,10,2
matronaça,matronaça,9,2
matilha,matilha,7,2
matrona,matrona,7,2
matrolas,matrola,8,2
matrola,matrola,7,2
matrocas,matroca,8,2
matroca,matroca,7,2
matrizes,matriz,8,2
matriz,matriz,6,2
matilhas,matilha,8,2
matritenses,matritense,11,2
matritense,matritense,10,2
matiné,matiné,6,2
matrioskas,matrioska,10,2
matrioska,matrioska,9,2
matina,matina,6,2
matrimónios,matrimónio,11,2
matinada,matinada,8,2
matronaria,matronaria,10,2
matrimónio,matrimónio,10,2
maticinas,maticina,9,2
matronas,matrona,8,2
maturescência,maturescência,13,2
maturação,maturação,9,2
maternidade,maternidade,11,2
maternidades,maternidade,12,2
maturações,maturação,10,2
matungadas,matungada,10,2
matungada,matungada,9,2
mates,mate,5,2
matundos,matundo,8,2
matundo,matundo,7,2
matulagens,matulagem,10,2
matulagem,matulagem,9,2
maticais,matical,8,2
matical,matical,7,2
matrucos,matruco,8,2
maticina,maticina,8,2
matruco,matruco,7,2
matronarias,matronaria,11,2
maturescências,maturescência,14,2
matricárias,matricária,11,2
matricária,matricária,10,2
matraz,matraz,6,2
mato,mato,4,2
matola,matola,6,2
matolas,matola,7,2
matolões,matolão,8,2
matolão,matolão,7,2
matonice,matonice,8,2
matraquilhos,matraquilho,12,2
matraquilho,matraquilho,11,2
matraqueados,matraqueado,12,2
matraqueado,matraqueado,11,2
matracas,matraca,8,2
matraca,matraca,7,2
matosinhenses,matosinhense,13,2
matosinhense,matosinhense,12,2
matos,mato,5,2
matorral,matorral,8,2
matonices,matonice,9,2
matoninha,matoninha,9,2
matrazes,matraz,8,2
matinadas,matinada,9,2
matizes,matiz,7,2
matizações,matização,10,2
matricidas,matricida,10,2
matricida,matricida,9,2
matricídios,matricídio,11,2
matricídio,matricídio,10,2
matérias,matéria,8,2
matriarcas,matriarca,10,2
matriarcados,matriarcado,12,2
matriarcado,matriarcado,11,2
matriarca,matriarca,9,2
matinas,matina,7,2
matéria,matéria,7,2
matreirices,matreirice,11,2
matreirice,matreirice,10,2
matrículas,matrícula,10,2
matráculas,matrácula,10,2
matrícula,matrícula,9,2
matrácula,matrácula,9,2
matinés,matiné,7,2
matiz,matiz,5,2
matização,matização,9,2
materialização,materialização,14,2
materializações,materialização,15,2
materialistas,materialista,13,2
maxins,maxim,6,2
matematicidade,matematicidade,14,2
matematicidades,matematicidade,15,2
maximização,maximização,11,2
maximizações,maximização,12,2
maximantes,maximante,10,2
maximante,maximante,9,2
matematismo,matematismo,11,2
matematismos,matematismo,12,2
matematizações,matematização,14,2
matematização,matematização,13,2
maximalistas,maximalista,12,2
maximalista,maximalista,11,2
maximalismos,maximalismo,12,2
maximalismo,maximalismo,11,2
maxim,maxim,5,2
maxilas,maxila,7,2
maxilares,maxilar,9,2
maxilar,maxilar,7,2
matebeles,matebele,9,2
maxissaias,maxissaia,10,2
matas,mata,5,2
mazama,mazama,6,2
matataúba,matataúba,9,2
matataúbas,matataúba,10,2
mazagrãs,mazagrã,8,2
match,match,5,2
matches,match,7,2
mazagrã,mazagrã,7,2
maz,maz,3,2
maxwells,maxwell,8,2
maxwell,maxwell,7,2
mate,mate,4,2
maxixes,maxixe,7,2
maxixeiros,maxixeiro,10,2
maxixeiro,maxixeiro,9,2
matebele,matebele,8,2
maxixe,maxixe,6,2
maxivestidos,maxivestido,12,2
maxivestido,maxivestido,11,2
maxissaia,maxissaia,9,2
maxila,maxila,6,2
materialidade,materialidade,13,2
materialidades,materialidade,14,2
mauritânia,mauritânia,10,2
materialismo,materialismo,12,2
maurá,maurá,5,2
maunças,maunça,7,2
maunça,maunça,6,2
matutinários,matutinário,12,2
matutinário,matutinário,11,2
matutinos,matutino,9,2
matutino,matutino,8,2
matutices,matutice,9,2
matutice,matutice,8,2
matutação,matutação,9,2
matutações,matutação,10,2
materialismos,materialismo,13,2
maturidades,maturidade,11,2
maturidade,maturidade,10,2
materialista,materialista,12,2
mauritânias,mauritânia,11,2
materialeiras,materialeira,13,2
maurrasismo,maurrasismo,11,2
maurrasismos,maurrasismo,12,2
mateologia,mateologia,10,2
mateologias,mateologia,11,2
maxidesvalorização,maxidesvalorização,18,2
maxidesvalorizações,maxidesvalorização,19,2
mateologista,mateologista,12,2
mateologistas,mateologista,13,2
mateotecnia,mateotecnia,11,2
mateotecnias,mateotecnia,12,2
materiais,material,9,2
mastigações,mastigação,11,2
maxicasacos,maxicasaco,11,2
mavorcismos,mavorcismo,11,2
mavorcismo,mavorcismo,10,2
maviosidades,maviosidade,12,2
material,material,8,2
maviosidade,maviosidade,11,2
mausoléus,mausoléu,9,2
mausoléu,mausoléu,8,2
materialeira,materialeira,12,2
maurás,maurá,6,2
maxicasaco,maxicasaco,10,2
medalhista,medalhista,10,2
mastigadouros,mastigadouro,13,2
medalhistas,medalhista,11,2
megatérios,megatério,10,2
megatério,megatério,9,2
masculino,masculino,9,2
megassismos,megassismo,11,2
megassismo,megassismo,10,2
masculinos,masculino,10,2
megascópios,megascópio,11,2
masdeísmo,masdeísmo,9,2
megascópio,megascópio,10,2
masdeísmos,masdeísmo,10,2
ómegas,ómega,6,2
megas,mega,5,2
megaprojectos,megaprojecto,13,2
masdeísta,masdeísta,9,2
megaprojecto,megaprojecto,12,2
megaprocessos,megaprocesso,13,2
megaprocesso,megaprocesso,12,2
masdeístas,masdeísta,10,2
megaohms,megaohm,8,2
megera,megera,6,2
megaohm,megaohm,7,2
masculinização,masculinização,14,2
megálio,megálio,7,2
meijoadas,meijoada,9,2
mascavos,mascavo,8,2
meijoada,meijoada,8,2
meiguices,meiguice,9,2
mascote,mascote,7,2
mascotes,mascote,8,2
meiguice,meiguice,8,2
mascoto,mascoto,7,2
mascotos,mascoto,8,2
masculinidade,masculinidade,13,2
masculinidades,masculinidade,14,2
masculinismo,masculinismo,12,2
masculinismos,masculinismo,13,2
megâmetros,megâmetro,10,2
megâmetro,megâmetro,9,2
megálitos,megálito,9,2
masculinizações,masculinização,15,2
megálito,megálito,8,2
megálios,megálio,8,2
megeras,megera,7,2
mascavo,mascavo,7,2
maser,maser,5,2
megalíticos,megalítico,11,2
masochismo,masochismo,10,2
megalitismo,megalitismo,11,2
megalepatias,megalepatia,12,2
megalepatia,megalepatia,11,2
masochismos,masochismo,11,2
masoquismo,masoquismo,10,2
megalegorias,megalegoria,12,2
megalegoria,megalegoria,11,2
megajoules,megajoule,10,2
megajoule,megajoule,9,2
masoquismos,masoquismo,11,2
megafones,megafone,9,2
megafone,megafone,8,2
megadines,megadine,9,2
megadine,megadine,8,2
megaciclos,megaciclo,10,2
megaciclo,megaciclo,9,2
megacariócitos,megacariócito,14,2
megacariócito,megacariócito,13,2
megalitismos,megalitismo,12,2
maseres,maser,7,2
megalito,megalito,8,2
megalocardia,megalocardia,12,2
megalítico,megalítico,10,2
megalossauros,megalossauro,13,2
megalossauro,megalossauro,12,2
megalomanias,megalomania,12,2
megalomania,megalomania,11,2
maíses,maís,6,2
masmorra,masmorra,8,2
megalografias,megalografia,13,2
megalografia,megalografia,12,2
megalodactilias,megalodactilia,15,2
megalodactilia,megalodactilia,14,2
megalocélios,megalocélio,12,2
megalocélio,megalocélio,11,2
megaloceles,megalocele,11,2
masmorras,masmorra,9,2
megalocele,megalocele,10,2
megalocefalias,megalocefalia,14,2
megalocefalia,megalocefalia,13,2
megalocardias,megalocardia,13,2
megalitos,megalito,9,2
meimendro,meimendro,9,2
mascavinhos,mascavinho,11,2
mascavinho,mascavinho,10,2
melanocéfalo,melanocéfalo,12,2
melanocarpos,melanocarpo,12,2
mascarilha,mascarilha,10,2
mascarilhas,mascarilha,11,2
melanocarpo,melanocarpo,11,2
melanites,melanite,9,2
melanite,melanite,8,2
melanismos,melanismo,10,2
melanismo,melanismo,9,2
melaninas,melanina,9,2
melanina,melanina,8,2
melanias,melania,8,2
mascarão,mascarão,8,2
melania,melania,7,2
melancolias,melancolia,11,2
melancolia,melancolia,10,2
melancias,melancia,9,2
melanocéfalos,melanocéfalo,13,2
melancial,melancial,9,2
mascarões,mascarão,9,2
melanodermia,melanodermia,12,2
marurus,maruru,7,2
melanorreia,melanorreia,11,2
maruís,maruí,6,2
marxismo,marxismo,8,2
marxismos,marxismo,9,2
marxista,marxista,8,2
marxistas,marxista,9,2
melanorragias,melanorragia,13,2
maçãs,maçã,5,2
melanorragia,melanorragia,12,2
melanomas,melanoma,9,2
melanoma,melanoma,8,2
melanodoncias,melanodoncia,13,2
melanodoncia,melanodoncia,12,2
maís,maís,4,2
masarulho,masarulho,9,2
masarulhos,masarulho,10,2
melanodermias,melanodermia,13,2
melanciais,melancial,10,2
melancia,melancia,8,2
melampiros,melampiro,10,2
meirinho,meirinho,8,2
meirinhados,meirinhado,11,2
meirinhado,meirinhado,10,2
meiotes,meiote,7,2
meiote,meiote,6,2
meiotas,meiota,7,2
meiota,meiota,6,2
meioses,meiose,7,2
meiose,meiose,6,2
meios,meio,5,2
meio,meio,4,2
meiminhos,meiminho,9,2
mascateira,mascateira,10,2
meiminho,meiminho,8,2
mascateiras,mascateira,11,2
mascates,mascate,8,2
meimendros,meimendro,10,2
mascato,mascato,7,2
mascatos,mascato,8,2
meirinhos,meirinho,9,2
mejengra,mejengra,8,2
mascateação,mascateação,11,2
mejengras,mejengra,9,2
melampiro,melampiro,9,2
melambos,melambo,8,2
mascarra,mascarra,8,2
mascarras,mascarra,9,2
mascate,mascate,7,2
melambo,melambo,7,2
melambeiras,melambeira,11,2
melambeira,melambeira,10,2
meladuras,meladura,9,2
ómega,ómega,5,2
mascateações,mascateação,12,2
matorrais,matorral,9,2
melado,melado,6,2
meladinhas,meladinha,10,2
meladinha,meladinha,9,2
meladas,melada,7,2
melada,melada,6,2
melacotão,melacotão,9,2
melacotões,melacotão,10,2
mela,mela,4,2
meladura,meladura,8,2
maruru,maruru,6,2
mega,mega,4,2
mefitismo,mefitismo,9,2
medicança,medicança,9,2
medicamentos,medicamento,12,2
massoterapia,massoterapia,12,2
medicamento,medicamento,11,2
massoterapias,massoterapia,13,2
medicamentação,medicamentação,14,2
medicamentações,medicamentação,15,2
medicações,medicação,10,2
mediatrizes,mediatriz,11,2
mediatriz,mediatriz,9,2
masséter,masséter,8,2
masséteres,masséter,10,2
massulipatões,massulipatão,13,2
massulipatão,massulipatão,12,2
mastaba,mastaba,7,2
mediatização,mediatização,12,2
mastabas,mastaba,8,2
mastalgia,mastalgia,9,2
mediatizações,mediatização,13,2
medicanças,medicança,10,2
mediatismos,mediatismo,11,2
medicação,medicação,9,2
medievalidades,medievalidade,14,2
massificações,massificação,13,2
medievalidade,medievalidade,13,2
medições,medição,8,2
medidas,medida,7,2
medidagens,medidagem,10,2
medidagem,medidagem,9,2
medida,medida,6,2
massificação,massificação,12,2
medicomanias,medicomania,12,2
massilha,massilha,8,2
medicomania,medicomania,11,2
medicineiros,medicineiro,12,2
medicineiro,medicineiro,11,2
medicinas,medicina,9,2
medicina,medicina,8,2
medicatrizes,medicatriz,12,2
massilhas,massilha,9,2
medicatriz,medicatriz,10,2
medievalismo,medievalismo,12,2
mastalgias,mastalgia,10,2
mediatecas,mediateca,10,2
mediana,mediana,7,2
medial,medial,6,2
